component,name,bus,carrier,2025,2035,2045
Link,DE0 0 rural air heat pump-2025,DE0 0 low voltage,rural air heat pump,0.00417,,
Link,DE0 0 rural biomass boiler-2010,DE0 0 solid biomass,rural biomass boiler,160.10926,,
Link,DE0 0 rural biomass boiler-2015,DE0 0 solid biomass,rural biomass boiler,160.10926,,
Link,DE0 0 rural biomass boiler-2020,DE0 0 solid biomass,rural biomass boiler,160.10926,160.10926,
Link,DE0 0 rural biomass boiler-2024,DE0 0 solid biomass,rural biomass boiler,128.08741,128.08741,
Link,DE0 0 rural biomass boiler-2025,DE0 0 solid biomass,rural biomass boiler,0.00055,,
Link,DE0 0 rural gas boiler-2010,DE gas,rural gas boiler,563.58459,,
Link,DE0 0 rural gas boiler-2015,DE gas,rural gas boiler,563.58459,,
Link,DE0 0 rural gas boiler-2020,DE gas,rural gas boiler,563.58459,563.58459,
Link,DE0 0 rural gas boiler-2024,DE gas,rural gas boiler,450.86767,450.86767,
Link,DE0 0 rural gas boiler-2025,DE gas,rural gas boiler,0.00038,,
Link,DE0 0 rural ground heat pump-2010,DE0 0 low voltage,rural ground heat pump,27.94102,,
Link,DE0 0 rural ground heat pump-2015,DE0 0 low voltage,rural ground heat pump,27.94102,,
Link,DE0 0 rural ground heat pump-2020,DE0 0 low voltage,rural ground heat pump,27.94102,27.94102,
Link,DE0 0 rural ground heat pump-2024,DE0 0 low voltage,rural ground heat pump,22.35281,22.35281,
Link,DE0 0 rural ground heat pump-2025,DE0 0 low voltage,rural ground heat pump,0.00357,,
Link,DE0 0 rural oil boiler-2010,DE oil,rural oil boiler,321.51553,,
Link,DE0 0 rural oil boiler-2015,DE oil,rural oil boiler,321.51553,,
Link,DE0 0 rural oil boiler-2020,DE oil,rural oil boiler,321.51553,321.51553,
Link,DE0 0 rural oil boiler-2024,DE oil,rural oil boiler,257.21243,257.21243,
Link,DE0 0 rural resistive heater-2025,DE0 0 low voltage,rural resistive heater,8.56025,,
Link,DE0 0 rural water tanks charger-2025,DE0 0 rural heat,rural water tanks charger,0.70536,,
Link,DE0 0 rural water tanks discharger-2025,DE0 0 rural water tanks,rural water tanks discharger,0.70536,,
Link,DE0 0 shipping oil,DE oil,shipping oil,38.96911,25.32992,7.79382
Link,DE0 0 solid biomass biomass to liquid CC-2025,DE0 0 solid biomass,biomass to liquid CC,0.00689,,
Link,DE0 0 solid biomass biomass to liquid-2025,DE0 0 solid biomass,biomass to liquid,0.01023,,
Link,DE0 0 solid biomass for industry,DE0 0 solid biomass,solid biomass for industry,480.58307,589.03259,0.00225
Link,DE0 0 solid biomass for industry CC-2025,DE0 0 solid biomass,solid biomass for industry CC,0.03637,,
Link,DE0 0 solid biomass-2005,DE0 0 solid biomass,solid biomass,48.99777,,
Link,DE0 0 unsustainable bioliquids,DE0 0 unsustainable bioliquids,unsustainable bioliquids,3722438.39775,1213408.26165,
Link,DE0 0 urban central DAC-2025,DE0 0,DAC,0.00101,,
Link,DE0 0 urban central air heat pump-2025,DE0 0 low voltage,urban central air heat pump,0.00435,,
Link,DE0 0 urban central coal CHP-2010,EU coal,urban central coal CHP,82.90909,,
Link,DE0 0 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.01385,,
Link,DE0 0 urban central gas CHP-1990,DE gas,urban central gas CHP,23.91797,,
Link,DE0 0 urban central gas CHP-1995,DE gas,urban central gas CHP,204.27695,,
Link,DE0 0 urban central gas CHP-2000,DE gas,urban central gas CHP,36.58471,36.58471,
Link,DE0 0 urban central gas CHP-2005,DE gas,urban central gas CHP,265.21277,265.21277,
Link,DE0 0 urban central gas CHP-2010,DE gas,urban central gas CHP,257.57771,257.57771,257.57771
Link,DE0 0 urban central gas CHP-2015,DE gas,urban central gas CHP,750.78176,750.78176,750.78176
Link,DE0 0 urban central gas CHP-2020,DE gas,urban central gas CHP,289.54593,289.54593,289.54593
Link,DE0 0 urban central gas CHP-2025,DE gas,urban central gas CHP,1187.09794,1187.09794,1187.09794
Link,DE0 0 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09547,,
Link,DE0 0 urban central oil CHP-2005,DE oil,urban central oil CHP,13.33333,,
Link,DE0 0 urban central resistive heater-2025,DE0 0 low voltage,urban central resistive heater,0.09145,,
Link,DE0 0 urban central solid biomass CHP CC-2025,DE0 0 solid biomass,urban central solid biomass CHP CC,0.00613,,
Link,DE0 0 urban central solid biomass CHP-2005,DE0 0 solid biomass,urban central solid biomass CHP,425.29004,,
Link,DE0 0 urban central solid biomass CHP-2010,DE0 0 solid biomass,urban central solid biomass CHP,350.64037,,
Link,DE0 0 urban central solid biomass CHP-2015,DE0 0 solid biomass,urban central solid biomass CHP,875.94092,875.94092,
Link,DE0 0 urban central solid biomass CHP-2020,DE0 0 solid biomass,urban central solid biomass CHP,173.42446,173.42446,
Link,DE0 0 urban central solid biomass CHP-2025,DE0 0 solid biomass,urban central solid biomass CHP,24.79292,24.79292,24.79292
Link,DE0 0 urban central water pits charger-2025,DE0 0 urban central heat,urban central water pits charger,0.48272,,
Link,DE0 0 urban central water pits discharger-2025,DE0 0 urban central water pits,urban central water pits discharger,0.48272,,
Link,DE0 0 urban central water tanks charger-2025,DE0 0 urban central heat,urban central water tanks charger,0.13924,,
Link,DE0 0 urban central water tanks discharger-2025,DE0 0 urban central water tanks,urban central water tanks discharger,0.13924,,
Link,DE0 0 urban decentral DAC-2025,DE0 0,DAC,0.00089,,
Link,DE0 0 urban decentral air heat pump-2010,DE0 0 low voltage,urban decentral air heat pump,30.73512,,
Link,DE0 0 urban decentral air heat pump-2015,DE0 0 low voltage,urban decentral air heat pump,30.73512,,
Link,DE0 0 urban decentral air heat pump-2020,DE0 0 low voltage,urban decentral air heat pump,30.73512,30.73512,
Link,DE0 0 urban decentral air heat pump-2024,DE0 0 low voltage,urban decentral air heat pump,24.5881,24.5881,
Link,DE0 0 urban decentral air heat pump-2025,DE0 0 low voltage,urban decentral air heat pump,0.00256,,
Link,DE0 0 urban decentral biomass boiler-2010,DE0 0 solid biomass,urban decentral biomass boiler,1060.04551,,
Link,DE0 0 urban decentral biomass boiler-2015,DE0 0 solid biomass,urban decentral biomass boiler,1060.04551,,
Link,DE0 0 urban decentral biomass boiler-2020,DE0 0 solid biomass,urban decentral biomass boiler,1060.04551,1060.04551,
Link,DE0 0 urban decentral biomass boiler-2024,DE0 0 solid biomass,urban decentral biomass boiler,848.03641,848.03641,
Link,DE0 0 urban decentral biomass boiler-2025,DE0 0 solid biomass,urban decentral biomass boiler,0.00034,,
Link,DE0 0 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,3731.3602,,
Link,DE0 0 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,3731.3602,,
Link,DE0 0 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,3731.3602,3731.3602,
Link,DE0 0 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,2985.08816,2985.08816,
Link,DE0 0 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00029,,
Link,DE0 0 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,2128.67827,,
Link,DE0 0 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,2128.67827,,
Link,DE0 0 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,2128.67827,2128.67827,
Link,DE0 0 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,1702.94261,1702.94261,
Link,DE0 0 urban decentral resistive heater-2025,DE0 0 low voltage,urban decentral resistive heater,10.3175,10.3175,
Link,DE0 0 urban decentral water tanks charger-2025,DE0 0 urban decentral heat,urban decentral water tanks charger,0.71548,,
Link,DE0 0 urban decentral water tanks discharger-2025,DE0 0 urban decentral water tanks,urban decentral water tanks discharger,0.71548,,
Link,DE0 0 waste CHP CC-2025,DE0 0 non-sequestered HVC,waste CHP CC,0.1412,,
Link,DE0 0 waste CHP-2025,DE0 0 non-sequestered HVC,waste CHP,722.828,722.828,722.828
Link,DE0 1 BEV charger-2025,DE0 1 low voltage,BEV charger,5319.95834,,
Link,DE0 1 CCGT-2000,DE gas,CCGT,67.36842,67.36842,
Link,DE0 1 CCGT-2005,DE gas,CCGT,30.01754,30.01754,
Link,DE0 1 CCGT-2025,DE gas,CCGT,0.02212,,
Link,DE0 1 Fischer-Tropsch-2025,DE0 1 H2,Fischer-Tropsch,0.01556,,
Link,DE0 1 H2 Electrolysis-2025,DE0 1,H2 Electrolysis,0.00582,,
Link,DE0 1 H2 Fuel Cell-2025,DE0 1 H2,H2 Fuel Cell,0.00982,,
Link,DE0 1 H2 turbine-2025,DE0 1 H2,H2 turbine,0.0376,,
Link,DE0 1 OCGT-2025,DE gas,OCGT,0.04268,,
Link,DE0 1 SMR CC-2025,DE gas,SMR CC,31.65928,31.65928,31.65928
Link,DE0 1 SMR-2025,DE gas,SMR,488.66339,488.66339,488.66339
Link,DE0 1 Sabatier-2025,DE0 1 H2,Sabatier,0.00953,,
Link,DE0 1 agriculture machinery oil,DE oil,agriculture machinery oil,83.77518,83.77518,83.77518
Link,DE0 1 battery charger-2025,DE0 1,battery charger,0.06345,,
Link,DE0 1 battery discharger-2025,DE0 1 battery,battery discharger,0.06493,,
Link,DE0 1 biogas to gas CC-2025,DE0 1 biogas,biogas to gas CC,0.26469,,
Link,DE0 1 biogas to gas-2025,DE0 1 biogas,biogas to gas,1502.35729,1502.35729,
Link,DE0 1 coal for industry,EU coal,coal for industry,1543.03653,624.10274,59.25571
Link,DE0 1 coal-1975,EU coal,coal,258.97106,,
Link,DE0 1 coal-1990,EU coal,coal,776.91317,,
Link,DE0 1 electricity distribution grid-2025,DE0 1,electricity distribution grid,7248.94605,7248.94605,7248.94605
Link,DE0 1 electricity distribution grid-reversed-2025,DE0 1 low voltage,electricity distribution grid,7248.94605,7248.94605,7248.94605
Link,DE0 1 gas for industry,DE gas,gas for industry,3659.8075,2320.7698,0.00437
Link,DE0 1 gas for industry CC-2025,DE gas,gas for industry CC,0.03252,,
Link,DE0 1 home battery charger-2025,DE0 1 low voltage,home battery charger,0.04782,,
Link,DE0 1 home battery discharger-2025,DE0 1 home battery,home battery discharger,0.04894,,
Link,DE0 1 kerosene for aviation,DE oil,kerosene for aviation,1729.31464,1900.98383,1766.07835
Link,DE0 1 land transport oil,DE oil,land transport oil,6560.99315,2175.59485,165.88434
Link,DE0 1 methanolisation-2025,DE0 1 H2,methanolisation,26.0609,26.0609,
Link,DE0 1 naphtha for industry,DE oil,naphtha for industry,2279.68037,1757.99087,1200.91324
Link,DE0 1 process emissions,DE0 1 process emissions,process emissions,617.32414,0.00273,0.00036
Link,DE0 1 process emissions CC-2025,DE0 1 process emissions,process emissions CC,0.10424,,
Link,DE0 1 rural air heat pump-2025,DE0 1 low voltage,rural air heat pump,0.00443,,
Link,DE0 1 rural biomass boiler-2010,DE0 1 solid biomass,rural biomass boiler,382.22987,,
Link,DE0 1 rural biomass boiler-2015,DE0 1 solid biomass,rural biomass boiler,382.22987,,
Link,DE0 1 rural biomass boiler-2020,DE0 1 solid biomass,rural biomass boiler,382.22987,382.22987,
Link,DE0 1 rural biomass boiler-2024,DE0 1 solid biomass,rural biomass boiler,305.78389,305.78389,
Link,DE0 1 rural biomass boiler-2025,DE0 1 solid biomass,rural biomass boiler,0.00058,,
Link,DE0 1 rural gas boiler-2010,DE gas,rural gas boiler,1345.44913,,
Link,DE0 1 rural gas boiler-2015,DE gas,rural gas boiler,1345.44913,,
Link,DE0 1 rural gas boiler-2020,DE gas,rural gas boiler,1345.44913,1345.44913,
Link,DE0 1 rural gas boiler-2024,DE gas,rural gas boiler,1076.35931,1076.35931,
Link,DE0 1 rural gas boiler-2025,DE gas,rural gas boiler,0.00038,,
Link,DE0 1 rural ground heat pump-2010,DE0 1 low voltage,rural ground heat pump,29.16682,,
Link,DE0 1 rural ground heat pump-2015,DE0 1 low voltage,rural ground heat pump,29.16682,,
Link,DE0 1 rural ground heat pump-2020,DE0 1 low voltage,rural ground heat pump,29.16682,29.16682,
Link,DE0 1 rural ground heat pump-2024,DE0 1 low voltage,rural ground heat pump,23.33345,23.33345,
Link,DE0 1 rural ground heat pump-2025,DE0 1 low voltage,rural ground heat pump,0.00364,,
Link,DE0 1 rural oil boiler-2010,DE oil,rural oil boiler,767.55611,,
Link,DE0 1 rural oil boiler-2015,DE oil,rural oil boiler,767.55611,,
Link,DE0 1 rural oil boiler-2020,DE oil,rural oil boiler,767.55611,767.55611,
Link,DE0 1 rural oil boiler-2024,DE oil,rural oil boiler,614.04489,614.04489,
Link,DE0 1 rural resistive heater-2025,DE0 1 low voltage,rural resistive heater,6.2425,,
Link,DE0 1 rural water tanks charger-2025,DE0 1 rural heat,rural water tanks charger,0.7052,,
Link,DE0 1 rural water tanks discharger-2025,DE0 1 rural water tanks,rural water tanks discharger,0.7052,,
Link,DE0 1 shipping oil,DE oil,shipping oil,1117.70188,726.50622,223.54038
Link,DE0 1 solid biomass biomass to liquid CC-2025,DE0 1 solid biomass,biomass to liquid CC,0.00693,,
Link,DE0 1 solid biomass biomass to liquid-2025,DE0 1 solid biomass,biomass to liquid,0.0103,,
Link,DE0 1 solid biomass for industry,DE0 1 solid biomass,solid biomass for industry,434.92072,473.7032,0.00143
Link,DE0 1 solid biomass for industry CC-2025,DE0 1 solid biomass,solid biomass for industry CC,0.03261,,
Link,DE0 1 solid biomass-2005,DE0 1 solid biomass,solid biomass,241.27691,,
Link,DE0 1 unsustainable bioliquids,DE0 1 unsustainable bioliquids,unsustainable bioliquids,6204438.04564,2099682.66834,
Link,DE0 1 urban central DAC-2025,DE0 1,DAC,0.00094,,
Link,DE0 1 urban central air heat pump-2025,DE0 1 low voltage,urban central air heat pump,0.00582,,
Link,DE0 1 urban central gas CHP CC-2025,DE gas,urban central gas CHP CC,0.01644,,
Link,DE0 1 urban central gas CHP-1990,DE gas,urban central gas CHP,156.35259,,
Link,DE0 1 urban central gas CHP-1995,DE gas,urban central gas CHP,440.91523,,
Link,DE0 1 urban central gas CHP-2000,DE gas,urban central gas CHP,686.47924,686.47924,
Link,DE0 1 urban central gas CHP-2005,DE gas,urban central gas CHP,366.88381,366.88381,
Link,DE0 1 urban central gas CHP-2010,DE gas,urban central gas CHP,3014.21495,3014.21495,3014.21495
Link,DE0 1 urban central gas CHP-2015,DE gas,urban central gas CHP,2188.27094,2188.27094,2188.27094
Link,DE0 1 urban central gas CHP-2020,DE gas,urban central gas CHP,807.28456,807.28456,807.28456
Link,DE0 1 urban central gas CHP-2025,DE gas,urban central gas CHP,478.77574,478.77574,478.77574
Link,DE0 1 urban central gas boiler-2025,DE gas,urban central gas boiler,0.09764,,
Link,DE0 1 urban central lignite CHP-2010,EU lignite,urban central lignite CHP,27.86667,,
Link,DE0 1 urban central oil CHP-2005,DE oil,urban central oil CHP,37.24241,,
Link,DE0 1 urban central resistive heater-2025,DE0 1 low voltage,urban central resistive heater,0.09176,,
Link,DE0 1 urban central solid biomass CHP CC-2025,DE0 1 solid biomass,urban central solid biomass CHP CC,0.00871,,
Link,DE0 1 urban central solid biomass CHP-2005,DE0 1 solid biomass,urban central solid biomass CHP,1198.51535,,
Link,DE0 1 urban central solid biomass CHP-2010,DE0 1 solid biomass,urban central solid biomass CHP,894.97824,,
Link,DE0 1 urban central solid biomass CHP-2015,DE0 1 solid biomass,urban central solid biomass CHP,5170.63084,5170.63084,
Link,DE0 1 urban central solid biomass CHP-2020,DE0 1 solid biomass,urban central solid biomass CHP,307.59797,307.59797,
Link,DE0 1 urban central solid biomass CHP-2025,DE0 1 solid biomass,urban central solid biomass CHP,0.04568,,
Link,DE0 1 urban central water pits charger-2025,DE0 1 urban central heat,urban central water pits charger,0.40959,,
Link,DE0 1 urban central water pits discharger-2025,DE0 1 urban central water pits,urban central water pits discharger,0.40959,,
Link,DE0 1 urban central water tanks charger-2025,DE0 1 urban central heat,urban central water tanks charger,0.13511,,
Link,DE0 1 urban central water tanks discharger-2025,DE0 1 urban central water tanks,urban central water tanks discharger,0.13511,,
Link,DE0 1 urban decentral DAC-2025,DE0 1,DAC,0.0009,,
Link,DE0 1 urban decentral air heat pump-2010,DE0 1 low voltage,urban decentral air heat pump,32.0835,,
Link,DE0 1 urban decentral air heat pump-2015,DE0 1 low voltage,urban decentral air heat pump,32.0835,,
Link,DE0 1 urban decentral air heat pump-2020,DE0 1 low voltage,urban decentral air heat pump,32.0835,32.0835,
Link,DE0 1 urban decentral air heat pump-2024,DE0 1 low voltage,urban decentral air heat pump,25.6668,25.6668,
Link,DE0 1 urban decentral air heat pump-2025,DE0 1 low voltage,urban decentral air heat pump,0.00282,,
Link,DE0 1 urban decentral biomass boiler-2010,DE0 1 solid biomass,urban decentral biomass boiler,891.45434,,
Link,DE0 1 urban decentral biomass boiler-2015,DE0 1 solid biomass,urban decentral biomass boiler,891.45434,,
Link,DE0 1 urban decentral biomass boiler-2020,DE0 1 solid biomass,urban decentral biomass boiler,891.45434,891.45434,
Link,DE0 1 urban decentral biomass boiler-2024,DE0 1 solid biomass,urban decentral biomass boiler,713.16347,713.16347,
Link,DE0 1 urban decentral biomass boiler-2025,DE0 1 solid biomass,urban decentral biomass boiler,0.00041,,
Link,DE0 1 urban decentral gas boiler-2010,DE gas,urban decentral gas boiler,3137.91928,,
Link,DE0 1 urban decentral gas boiler-2015,DE gas,urban decentral gas boiler,3137.91928,,
Link,DE0 1 urban decentral gas boiler-2020,DE gas,urban decentral gas boiler,3137.91928,3137.91928,
Link,DE0 1 urban decentral gas boiler-2024,DE gas,urban decentral gas boiler,2510.33542,2510.33542,
Link,DE0 1 urban decentral gas boiler-2025,DE gas,urban decentral gas boiler,0.00032,,
Link,DE0 1 urban decentral oil boiler-2010,DE oil,urban decentral oil boiler,1790.1302,,
Link,DE0 1 urban decentral oil boiler-2015,DE oil,urban decentral oil boiler,1790.1302,,
Link,DE0 1 urban decentral oil boiler-2020,DE oil,urban decentral oil boiler,1790.1302,1790.1302,
Link,DE0 1 urban decentral oil boiler-2024,DE oil,urban decentral oil boiler,1432.10416,1432.10416,
Link,DE0 1 urban decentral resistive heater-2025,DE0 1 low voltage,urban decentral resistive heater,31.51574,31.51574,
Link,DE0 1 urban decentral water tanks charger-2025,DE0 1 urban decentral heat,urban decentral water tanks charger,0.71511,,
Link,DE0 1 urban decentral water tanks discharger-2025,DE0 1 urban decentral water tanks,urban decentral water tanks discharger,0.71511,,
Link,DE0 1 waste CHP CC-2025,DE0 1 non-sequestered HVC,waste CHP CC,0.09612,,
Link,DE0 1 waste CHP-2025,DE0 1 non-sequestered HVC,waste CHP,754.59103,754.59103,754.59103
Link,DE0 2 BEV charger-2025,DE0 2 low voltage,BEV charger,5124.221,,
Link,DE0 2 CCGT-1980,DE gas,CCGT,563.15789,563.15789,563.15789
Link,DE0 2 CCGT-2000,DE gas,CCGT,139.47368,139.47368,
Link,DE0 2 CCGT-2020,DE gas,CCGT,17.89474,17.89474,17.89474
Link,DE0 2 CCGT-2025,DE gas,CCGT,0.02236,,
Link,DE0 2 Fischer-Tropsch-2025,DE0 2 H2,Fischer-Tropsch,0.01621,,
Link,DE0 2 H2 Electrolysis-2025,DE0 2,H2 Electrolysis,0.0058,,
Link,DE0 2 H2 Fuel Cell-2025,DE0 2 H2,H2 Fuel Cell,0.00941,,
Link,DE0 2 H2 turbine-2025,DE0 2 H2,H2 turbine,0.0398,,
Link,DE0 2 OCGT-2025,DE gas,OCGT,0.04267,,
Link,DE0 2 SMR CC-2025,DE gas,SMR CC,0.42261,,
Link,DE0 2 SMR-2025,DE gas,SMR,0.22484,,
Link,DE0 2 Sabatier-2025,DE0 2 H2,Sabatier,0.01045,,
Link,DE0 2 agriculture machinery oil,DE oil,agriculture machinery oil,80.69284,80.69284,80.69284
Link,DE0 2 battery charger-2025,DE0 2,battery charger,0.06338,,
Link,DE0 2 battery discharger-2025,DE0 2 battery,battery discharger,0.06486,,
Link,DE0 2 biogas to gas CC-2025,DE0 2 biogas,biogas to gas CC,0.35074,,
Link,DE0 2 biogas to gas-2025,DE0 2 biogas,biogas to gas,1489.00553,1489.00553,
Link,DE0 2 coal for industry,EU coal,coal for industry,1779.94749,762.05023,92.00228
Link,DE0 2 coal-2015,EU coal,coal,4390.28056,4390.28056,
Link,DE0 2 electricity distribution grid-2025,DE0 2,electricity distribution grid,6651.81336,6651.81336,6651.81336
Link,DE0 2 electricity distribution grid-reversed-2025,DE0 2 low voltage,electricity distribution grid,6651.81336,6651.81336,6651.81336
Link,DE0 2 gas for industry,DE gas,gas for industry,3611.86219,2324.19451,0.00435
Link,DE0 2 gas for industry CC-2025,DE gas,gas for industry CC,0.03304,,
Link,DE0 2 home battery charger-2025,DE0 2 low voltage,home battery charger,0.04781,,
Link,DE0 2 home battery discharger-2025,DE0 2 home battery,home battery discharger,0.04892,,
Link,DE0 2 kerosene for aviation,DE oil,kerosene for aviation,1665.68793,1831.04089,1701.099
Link,DE0 2 land transport oil,DE oil,land transport oil,6323.01103,2096.68108,159.86734
Link,DE0 2 lignite-1990,EU lignite,lignite,106.1858,,
Link,DE0 2 methanolisation-2025,DE0 2 H2,methanolisation,2.75422,,
Link,DE0 2 naphtha for industry,DE oil,naphtha for industry,1780.82192,1356.16438,898.40183
Link,DE0 2 process emissions,DE0 2 process emissions,process emissions,805.26198,0.0031,0.00038
Link,DE0 2 process emissions CC-2025,DE0 2 process emissions,process emissions CC,0.52753,,
Link,DE0 2 rural air heat pump-2025,DE0 2 low voltage,rural air heat pump,0.00442,,
Link,DE0 2 rural biomass boiler-2010,DE0 2 solid biomass,rural biomass boiler,330.56068,,
Link,DE0 2 rural biomass boiler-2015,DE0 2 solid biomass,rural biomass boiler,330.56068,,
Link,DE0 2 rural biomass boiler-2020,DE0 2 solid biomass,rural biomass boiler,330.56068,330.56068,
Link,DE0 2 rural biomass boiler-2024,DE0 2 solid biomass,rural biomass boiler,264.44854,264.44854,
Link,DE0 2 rural biomass boiler-2025,DE0 2 solid biomass,rural biomass boiler,0.00058,,
Link,DE0 2 rural gas boiler-2010,DE gas,rural gas boiler,1163.57359,,
Link,DE0 2 rural gas boiler-2015,DE gas,rural gas boiler,1163.57359,,
Link,DE0 2 rural gas boiler-2020,DE gas,rural gas boiler,1163.57359,1163.57359,
Link,DE0 2 rural gas boiler-2024,DE gas,rural gas boiler,930.85887,930.85887,
Link,DE0 2 rural gas boiler-2025,DE gas,rural gas boiler,0.00038,,
Link,DE0 2 rural ground heat pump-2010,DE0 2 low voltage,rural ground heat pump,28.09368,,
Link,DE0 2 rural ground heat pump-2015,DE0 2 low voltage,rural ground heat pump,28.09368,,
Link,DE0 2 rural ground heat pump-2020,DE0 2 low voltage,rural ground heat pump,28.09368,28.09368,
Link,DE0 2 rural ground heat pump-2024,DE0 2 low voltage,rural ground heat pump,22.47495,22.47495,
